text,code,task_id,test_setup_code,test_list,challenge_test_list,Error_code,history_json,final_code,reward,time,The number of errors corrected
Write a function to remove all elements from a given list present in another list.,"def remove_elements(list1, list2):
    result = [x for x in list1 if x not in list2]
    return result",161,Write a function to remove all elements from a given list present in another list.,"['assert remove_elements([1,2,3,4,5,6,7,8,9,10],[2,4,6,8])==[1, 3, 5, 7, 9, 10]', 'assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[1, 3, 5, 7])==[2, 4, 6, 8, 9, 10]', 'assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[5,7])==[1, 2, 3, 4, 6, 8, 9, 10]']",[],"def remove_elements(list1, list2):
    return [element for element in list1 if element not in list2]",,,,,
Write a function to calculate the sum of the positive integers of n+(n-2)+(n-4)... (until n-x =< 0).,"def sum_series(n):
  if n < 1:
    return 0
  else:
    return n + sum_series(n - 2)",162,Write a function to calculate the sum of the positive integers of n+(n-2)+(n-4)... (until n-x =< 0).,"['assert sum_series(6)==12', 'assert sum_series(10)==30', 'assert sum_series(9)==25']",[],"def calculate_sum_series(n):
    total_sum = 0
    x = 0
    while n - x > 0:
        total_sum += n - x
        x += 2
    return total_sum",,,,,
Write a function to calculate the area of a regular polygon.,"from math import tan, pi
def area_polygon(s,l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area",163,Write a function to calculate the area of a regular polygon.,"['assert area_polygon(4,20)==400.00000000000006', 'assert area_polygon(10,15)==1731.1969896610804', 'assert area_polygon(9,7)==302.90938549487214']",[],"import math

def area_of_regular_polygon(num_sides, side_length):
    """"""
    Calculates the area of a regular polygon.
    
    :param num_sides: Number of sides in the polygon.
    :param side_length: Length of each side in the polygon.
    :return: Area of the regular polygon.
    """"""
    # Calculate the apothem (perpendicular distance from the center to a side)
    apothem = (side_length / 2) * math.tan(math.pi / num_sides)
    
    # Calculate the area using the formula (num_sides * apothem * side_length) / 2
    area = (num_sides * apothem * side_length) / 2
    
    return area",,,,,
Write a python function to check whether the sum of divisors are same or not.,"import math 
def divSum(n): 
    sum = 1; 
    i = 2; 
    while(i * i <= n): 
        if (n % i == 0): 
            sum = (sum + i +math.floor(n / i)); 
        i += 1; 
    return sum; 
def areEquivalent(num1,num2): 
    return divSum(num1) == divSum(num2); ",164,Write a python function to check whether the sum of divisors are same or not.,"['assert areEquivalent(36,57) == False', 'assert areEquivalent(2,4) == False', 'assert areEquivalent(23,47) == True']",[],,,,,,
Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,"def count_char_position(str1): 
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars ",165,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,"['assert count_char_position(""xbcefg"") == 2', 'assert count_char_position(""ABcED"") == 3', 'assert count_char_position(""AbgdeF"") == 5']",[],"def count_characters_at_same_position(string):
    alphabet = 'abcdefghijklmnopqrstuvwxyz'
    count = 0
    for char in string:
        if char.lower() in alphabet:
            index = alphabet.index(char.lower())
            if char.isupper() and string[index].islower():
                count += 1
    return count",,,,,
Write a python function to count the pairs with xor as an even number.,"def find_even_Pair(A,N): 
    evenPair = 0
    for i in range(0,N): 
        for j in range(i+1,N): 
            if ((A[i] ^ A[j]) % 2 == 0): 
                evenPair+=1
    return evenPair; ",166,Write a python function to count the pairs with xor as an even number.,"['assert find_even_Pair([5,4,7,2,1],5) == 4', 'assert find_even_Pair([7,2,8,1,0,5,11],7) == 9', 'assert find_even_Pair([1,2,3],3) == 1']",[],"def count_even_xor_pairs(nums):
    count = 0
    xor_sum = 0
    
    for num in nums:
        xor_sum ^= num
    
    for num in nums:
        if (xor_sum ^ num) % 2 == 0:
            count += 1
    
    return count",,,,,
Write a python function to find smallest power of 2 greater than or equal to n.,"def next_Power_Of_2(n): 
    count = 0; 
    if (n and not(n & (n - 1))): 
        return n   
    while( n != 0): 
        n >>= 1
        count += 1
    return 1 << count; ",167,Write a python function to find smallest power of 2 greater than or equal to n.,"['assert next_Power_Of_2(0) == 1', 'assert next_Power_Of_2(5) == 8', 'assert next_Power_Of_2(17) == 32']",[],"def next_power_of_two(n):
    if n <= 0:
        return 1
    else:
        # Find the next highest power of 2 by bitwise operations
        n -= 1
        n |= n >> 1
        n |= n >> 2
        n |= n >> 4
        n |= n >> 8
        n |= n >> 16
        n += 1
        return n",,,,,
Write a python function to find the frequency of a number in a given array.,"def frequency(a,x): 
    count = 0  
    for i in a: 
        if i == x: count += 1
    return count ",168,Write a python function to find the frequency of a number in a given array.,"['assert frequency([1,2,3],4) == 0', 'assert frequency([1,2,2,3,3,3,4],3) == 3', 'assert frequency([0,1,2,3,1,2],1) == 2']",[],"def find_frequency(arr, num):
    count = 0
    for num_in_arr in arr:
        if num_in_arr == num:
            count += 1
    return count",,,,,
Write a function to calculate the nth pell number.,"def get_pell(n): 
	if (n <= 2): 
		return n 
	a = 1
	b = 2
	for i in range(3, n+1): 
		c = 2 * b + a 
		a = b 
		b = c 
	return b ",169,Write a function to calculate the nth pell number.,"['assert get_pell(4) == 12', 'assert get_pell(7) == 169', 'assert get_pell(8) == 408']",[],"def pell_number(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        a, b = 0, 1
        for _ in range(2, n + 1):
            a, b = b, a + 2 * b
        return b",,,,,
Write a function to find sum of the numbers in a list between the indices of a specified range.,"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ",170,Write a function to find sum of the numbers in a list between the indices of a specified range.,"['assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],8,10)==29', 'assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],5,7)==16', 'assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],7,10)==38']",[],"def sum_range(numbers, start_index, end_index):
    """"""
    Calculates the sum of numbers in a list between the specified range of indices.
    
    :param numbers: The list of numbers.
    :param start_index: The starting index of the range (inclusive).
    :param end_index: The ending index of the range (exclusive).
    :return: The sum of numbers in the specified range.
    """"""
    # Ensure the indices are within the list bounds
    if start_index < 0 or end_index > len(numbers) or start_index >= end_index:
        raise ValueError(""Invalid indices for the range."")
    
    # Calculate the sum of numbers in the specified range
    return sum(numbers[start_index:end_index])",,,,,
Write a function to find the perimeter of a pentagon.,"import math
def perimeter_pentagon(a):
  perimeter=(5*a)
  return perimeter",171,Write a function to find the perimeter of a pentagon.,"['assert perimeter_pentagon(5)==25', 'assert perimeter_pentagon(10)==50', 'assert perimeter_pentagon(15)==75']",[],"def perimeter_of_pentagon(side_length):
    """"""
    Calculate the perimeter of a pentagon given the side length.
    
    :param side_length: The length of each side of the pentagon.
    :return: The perimeter of the pentagon.
    """"""
    return 5 * side_length",,,,,
Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,"def count_occurance(s):
  count=0
  for i in range(len(s)):
    if (s[i]== 's' and s[i+1]=='t' and s[i+2]== 'd'):
      count = count + 1
  return count",172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,"['assert count_occurance(""letstdlenstdporstd"") == 3', 'assert count_occurance(""truststdsolensporsd"") == 1', 'assert count_occurance(""makestdsostdworthit"") == 2']",[],,,,,,
Write a function to remove everything except alphanumeric characters from a string.,"import re
def remove_splchar(text): 
 pattern = re.compile('[\W_]+')
 return (pattern.sub('', text))",173,Write a function to remove everything except alphanumeric characters from a string.,"[""assert remove_splchar('python  @#&^%$*program123')==('pythonprogram123')"", ""assert remove_splchar('python %^$@!^&*()  programming24%$^^()    language')==('pythonprogramming24language')"", ""assert remove_splchar('python   ^%&^()(+_)(_^&67)                  program')==('python67program')""]",[],,,,,,
Write a function to group a sequence of key-value pairs into a dictionary of lists.,"def group_keyvalue(l):
    result = {}
    for k, v in l:
         result.setdefault(k, []).append(v)
    return result",174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,"[""assert group_keyvalue([('yellow', 1), ('blue', 2), ('yellow', 3), ('blue', 4), ('red', 1)])=={'yellow': [1, 3], 'blue': [2, 4], 'red': [1]}"", ""assert group_keyvalue([('python', 1), ('python', 2), ('python', 3), ('python', 4), ('python', 5)])=={'python': [1,2,3,4,5]}"", ""assert group_keyvalue([('yellow',100), ('blue', 200), ('yellow', 300), ('blue', 400), ('red', 100)])=={'yellow': [100, 300], 'blue': [200, 400], 'red': [100]}""]",[],"def group_key_value_pairs(pairs):
    result = {}
    for key, value in pairs:
        if key in result:
            result[key].append(value)
        else:
            result[key] = [value]
    return result",,,,,
Write a function to verify validity of a string of parentheses.,"def is_valid_parenthese( str1):
        stack, pchar = [], {""("": "")"", ""{"": ""}"", ""["": ""]""}
        for parenthese in str1:
            if parenthese in pchar:
                stack.append(parenthese)
            elif len(stack) == 0 or pchar[stack.pop()] != parenthese:
                return False
        return len(stack) == 0",175,Write a function to verify validity of a string of parentheses.,"['assert is_valid_parenthese(""(){}[]"")==True', 'assert is_valid_parenthese(""()[{)}"")==False', 'assert is_valid_parenthese(""()"")==True']",[],,,,,,
Write a function to find the perimeter of a triangle.,"def perimeter_triangle(a,b,c):
  perimeter=a+b+c
  return perimeter",176,Write a function to find the perimeter of a triangle.,"['assert perimeter_triangle(10,20,30)==60', 'assert perimeter_triangle(3,4,5)==12', 'assert perimeter_triangle(25,35,45)==105']",[],"def calculate_triangle_perimeter(a, b, c):
    """"""
    Calculates the perimeter of a triangle given its three sides.
    
    :param a: Length of the first side of the triangle
    :param b: Length of the second side of the triangle
    :param c: Length of the third side of the triangle
    :return: The perimeter of the triangle
    """"""
    perimeter = a + b + c
    return perimeter",,,,,
Write a python function to find two distinct numbers such that their lcm lies within the given range.,"def answer(L,R): 
    if (2 * L <= R): 
        return (L ,2*L)
    else: 
        return (-1) ",177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,"['assert answer(3,8) == (3,6)', 'assert answer(2,6) == (2,4)', 'assert answer(1,3) == (1,2)']",[],,,,,,
Write a function to search some literals strings in a string.,"import re
def string_literals(patterns,text):
  for pattern in patterns:
     if re.search(pattern,  text):
       return ('Matched!')
     else:
       return ('Not Matched!')",178,Write a function to search some literals strings in a string.,"[""assert string_literals(['language'],'python language')==('Matched!')"", ""assert string_literals(['program'],'python language')==('Not Matched!')"", ""assert string_literals(['python'],'programming language')==('Not Matched!')""]",[],,,,,,
